Time:128Hz,Epoch,AF3,Event Id,Event Date,Event Duration
406.5390625000,1626,4101.2822265625,,,
406.5468750000,1626,4101.7949218750,,,
406.5546875000,1626,4101.9228515625,,,
406.5625000000,1626,4102.0512695313,,,
406.5703125000,1626,4102.6923828125,,,
406.5781250000,1626,4103.3334960938,,,
406.5859375000,1626,4102.5639648438,,,
406.5937500000,1626,4100.6411132813,,,
406.6015625000,1626,4099.3588867188,,,
406.6093750000,1626,4100.3847656250,,,
406.6171875000,1626,4102.6923828125,,,
406.6250000000,1626,4103.7177734375,,,
406.6328125000,1626,4102.4360351563,,,
406.6406250000,1626,4100.1284179688,,,
406.6484375000,1626,4099.2309570313,,,
406.6562500000,1626,4100.6411132813,,,
406.6640625000,1626,4102.8203125000,,,
406.6718750000,1626,4104.2309570313,,,
406.6796875000,1626,4104.6152343750,,,
406.6875000000,1626,4105.0000000000,,,
406.6953125000,1626,4105.3847656250,,,
406.7031250000,1626,4104.8715820313,,,
406.7109375000,1626,4102.8203125000,,,
406.7187500000,1626,4100.5126953125,,,
406.7265625000,1626,4099.8715820313,,,
406.7343750000,1626,4101.6665039063,,,
406.7421875000,1626,4103.9741210938,,,
406.7500000000,1627,4104.8715820313,,,
406.7578125000,1627,4104.2309570313,,,
406.7656250000,1627,4103.7177734375,,,
406.7734375000,1627,4104.4873046875,,,
406.7812500000,1627,4105.6411132813,,,
406.7890625000,1627,4105.1284179688,,,
406.7968750000,1627,4102.9487304688,33024,406.7998046875,0.0000000000
406.8046875000,1627,4101.2822265625,,,
406.8125000000,1627,4101.9228515625,,,
406.8203125000,1627,4104.4873046875,,,
